fighter_name,Height,Weight,Reach,Stance,DOB
Yves Edwards,5.9,155 ,73,Southpaw,Sep 30 1976
Yves Jabouin,5.7,135 ,68,Orthodox,May 30 1979
Zabit Magomedsharipov,6.1,145 ,73,Orthodox,Mar 01 1991
Zach Light,5.8,170 ,,Orthodox,Feb 06 1974
Zach Makovsky,5.4,125 ,64,Southpaw,Apr 19 1983
Zach Rosol,,243 ,,,
Zach Skinner,5.6,145 ,,Orthodox,
Zach Underwood,6.2,185 ,,,
Zach Zane,5.7,145 ,69,Southpaw,Dec 14 1989
Zachary Micklewright,6.0,155 ,74,Southpaw,Aug 21 1976
Zak Bucia,5.10,170 ,,,
Zak Cummings,6.0,185 ,75,Southpaw,Aug 02 1984
Zak Ottow,5.11,170 ,72,Orthodox,Dec 22 1986
Zane Frazier,6.5,250 ,,Orthodox,
Zarah Fairn dos Santos,5.10,145 ,,,Dec 12 1986
Zelg Galesic,6.2,185 ,,Orthodox,Feb 16 1979
Zelim Imadaev,6.0,170 ,76,Orthodox,Jan 25 1995
Zhang Lipeng,5.11,155 ,71,Southpaw,Mar 10 1990
Zoila Frausto,5.4,135 ,,Orthodox,
Zu Anyanwu,6.1,251 ,77,Orthodox,Aug 05 1981
Zubaira Tukhugov,5.8,145 ,68,Orthodox,Jan 15 1991
