"year","state","month","number","date"
2015,"Roraima","Julio",5,2015-01-01
2016,"Roraima","Julio",0,2016-01-01
2017,"Roraima","Julio",3,2017-01-01
1998,"Roraima","Agosto",0,1998-01-01
1999,"Roraima","Agosto",1,1999-01-01
2000,"Roraima","Agosto",9,2000-01-01
2001,"Roraima","Agosto",4,2001-01-01
2002,"Roraima","Agosto",7,2002-01-01
2003,"Roraima","Agosto",2,2003-01-01
2004,"Roraima","Agosto",18,2004-01-01
2005,"Roraima","Agosto",9,2005-01-01
2006,"Roraima","Agosto",4,2006-01-01
2007,"Roraima","Agosto",2,2007-01-01
2008,"Roraima","Agosto",4,2008-01-01
2009,"Roraima","Agosto",29,2009-01-01
2010,"Roraima","Agosto",3,2010-01-01
2011,"Roraima","Agosto",39,2011-01-01
2012,"Roraima","Agosto",4,2012-01-01
2013,"Roraima","Agosto",3,2013-01-01
2014,"Roraima","Agosto",12,2014-01-01
2015,"Roraima","Agosto",11,2015-01-01
2016,"Roraima","Agosto",11,2016-01-01
2017,"Roraima","Agosto",35,2017-01-01
1998,"Roraima","Septiembre",2,1998-01-01
1999,"Roraima","Septiembre",3,1999-01-01
2000,"Roraima","Septiembre",12,2000-01-01
2001,"Roraima","Septiembre",1,2001-01-01
2002,"Roraima","Septiembre",48,2002-01-01
2003,"Roraima","Septiembre",6,2003-01-01
2004,"Roraima","Septiembre",9,2004-01-01
2005,"Roraima","Septiembre",72,2005-01-01
2006,"Roraima","Septiembre",40,2006-01-01
2007,"Roraima","Septiembre",9,2007-01-01
2008,"Roraima","Septiembre",17,2008-01-01
2009,"Roraima","Septiembre",117,2009-01-01
2010,"Roraima","Septiembre",18,2010-01-01
2011,"Roraima","Septiembre",53,2011-01-01
2012,"Roraima","Septiembre",67,2012-01-01
2013,"Roraima","Septiembre",18,2013-01-01
2014,"Roraima","Septiembre",67,2014-01-01
2015,"Roraima","Septiembre",77,2015-01-01
2016,"Roraima","Septiembre",19,2016-01-01
2017,"Roraima","Septiembre",43,2017-01-01
1998,"Roraima","Octubre",1,1998-01-01
1999,"Roraima","Octubre",10,1999-01-01
2000,"Roraima","Octubre",25,2000-01-01
2001,"Roraima","Octubre",13,2001-01-01
2002,"Roraima","Octubre",191,2002-01-01
2003,"Roraima","Octubre",14,2003-01-01
2004,"Roraima","Octubre",53,2004-01-01
2005,"Roraima","Octubre",88,2005-01-01
2006,"Roraima","Octubre",135,2006-01-01
2007,"Roraima","Octubre",15,2007-01-01
2008,"Roraima","Octubre",78,2008-01-01
2009,"Roraima","Octubre",197,2009-01-01
2010,"Roraima","Octubre",64,2010-01-01
2011,"Roraima","Octubre",65,2011-01-01
2012,"Roraima","Octubre",152,2012-01-01
2013,"Roraima","Octubre",63,2013-01-01
2014,"Roraima","Octubre",61,2014-01-01
2015,"Roraima","Octubre",181,2015-01-01
2016,"Roraima","Octubre",101,2016-01-01
2017,"Roraima","Octubre",156,2017-01-01
1998,"Roraima","Noviembre",1,1998-01-01
1999,"Roraima","Noviembre",15,1999-01-01
2000,"Roraima","Noviembre",32,2000-01-01
2001,"Roraima","Noviembre",76,2001-01-01
2002,"Roraima","Noviembre",133,2002-01-01
2003,"Roraima","Noviembre",27,2003-01-01
2004,"Roraima","Noviembre",135,2004-01-01
2005,"Roraima","Noviembre",135,2005-01-01
2006,"Roraima","Noviembre",26,2006-01-01
2007,"Roraima","Noviembre",112,2007-01-01
2008,"Roraima","Noviembre",39,2008-01-01
2009,"Roraima","Noviembre",312,2009-01-01
2010,"Roraima","Noviembre",27,2010-01-01
2011,"Roraima","Noviembre",121,2011-01-01
2012,"Roraima","Noviembre",187,2012-01-01
2013,"Roraima","Noviembre",106,2013-01-01
2014,"Roraima","Noviembre",143,2014-01-01
2015,"Roraima","Noviembre",280,2015-01-01
2016,"Roraima","Noviembre",71,2016-01-01
2017,"Roraima","Noviembre",327,2017-01-01
1998,"Roraima","Diciembre",16,1998-01-01
1999,"Roraima","Diciembre",35,1999-01-01
2000,"Roraima","Diciembre",77,2000-01-01
2001,"Roraima","Diciembre",76,2001-01-01
2002,"Roraima","Diciembre",199,2002-01-01
2003,"Roraima","Diciembre",157,2003-01-01
2004,"Roraima","Diciembre",160,2004-01-01
2005,"Roraima","Diciembre",71,2005-01-01
2006,"Roraima","Diciembre",101,2006-01-01
2007,"Roraima","Diciembre",8,2007-01-01
2008,"Roraima","Diciembre",5,2008-01-01
2009,"Roraima","Diciembre",290,2009-01-01
2010,"Roraima","Diciembre",73,2010-01-01
2011,"Roraima","Diciembre",249,2011-01-01
2012,"Roraima","Diciembre",78,2012-01-01
2013,"Roraima","Diciembre",65,2013-01-01
2014,"Roraima","Diciembre",277,2014-01-01
2015,"Roraima","Diciembre",304,2015-01-01
2016,"Roraima","Diciembre",136,2016-01-01
1998,"Santa Catarina","Enero",0,1998-01-01
1999,"Santa Catarina","Enero",11,1999-01-01
2000,"Santa Catarina","Enero",14,2000-01-01
2001,"Santa Catarina","Enero",11,2001-01-01
2002,"Santa Catarina","Enero",22,2002-01-01
2003,"Santa Catarina","Enero",45,2003-01-01
2004,"Santa Catarina","Enero",37,2004-01-01
2005,"Santa Catarina","Enero",46,2005-01-01
2006,"Santa Catarina","Enero",41,2006-01-01
2007,"Santa Catarina","Enero",9,2007-01-01
2008,"Santa Catarina","Enero",25,2008-01-01
2009,"Santa Catarina","Enero",21,2009-01-01
2010,"Santa Catarina","Enero",2,2010-01-01
2011,"Santa Catarina","Enero",9,2011-01-01
2012,"Santa Catarina","Enero",14,2012-01-01
2013,"Santa Catarina","Enero",18,2013-01-01
2014,"Santa Catarina","Enero",58,2014-01-01
2015,"Santa Catarina","Enero",28,2015-01-01
2016,"Santa Catarina","Enero",53,2016-01-01
2017,"Santa Catarina","Enero",46,2017-01-01
1998,"Santa Catarina","Febrero",0,1998-01-01
1999,"Santa Catarina","Febrero",2,1999-01-01
2000,"Santa Catarina","Febrero",8,2000-01-01
2001,"Santa Catarina","Febrero",0,2001-01-01
2002,"Santa Catarina","Febrero",5,2002-01-01
2003,"Santa Catarina","Febrero",43,2003-01-01
2004,"Santa Catarina","Febrero",29,2004-01-01
2005,"Santa Catarina","Febrero",46,2005-01-01
2006,"Santa Catarina","Febrero",18,2006-01-01
2007,"Santa Catarina","Febrero",14,2007-01-01
2008,"Santa Catarina","Febrero",29,2008-01-01
2009,"Santa Catarina","Febrero",7,2009-01-01
2010,"Santa Catarina","Febrero",15,2010-01-01
2011,"Santa Catarina","Febrero",1,2011-01-01
2012,"Santa Catarina","Febrero",13,2012-01-01
2013,"Santa Catarina","Febrero",12,2013-01-01
2014,"Santa Catarina","Febrero",27,2014-01-01
2015,"Santa Catarina","Febrero",23,2015-01-01
2016,"Santa Catarina","Febrero",10,2016-01-01
2017,"Santa Catarina","Febrero",31,2017-01-01
1998,"Santa Catarina","Marzo",0,1998-01-01
1999,"Santa Catarina","Marzo",7,1999-01-01
2000,"Santa Catarina","Marzo",46,2000-01-01
2001,"Santa Catarina","Marzo",1,2001-01-01
2002,"Santa Catarina","Marzo",12,2002-01-01
2003,"Santa Catarina","Marzo",58,2003-01-01
2004,"Santa Catarina","Marzo",73,2004-01-01
2005,"Santa Catarina","Marzo",92,2005-01-01
2006,"Santa Catarina","Marzo",48,2006-01-01
2007,"Santa Catarina","Marzo",23,2007-01-01
2008,"Santa Catarina","Marzo",14,2008-01-01
2009,"Santa Catarina","Marzo",33,2009-01-01
2010,"Santa Catarina","Marzo",9,2010-01-01
2011,"Santa Catarina","Marzo",8,2011-01-01
2012,"Santa Catarina","Marzo",65,2012-01-01
2013,"Santa Catarina","Marzo",14,2013-01-01
2014,"Santa Catarina","Marzo",15,2014-01-01
2015,"Santa Catarina","Marzo",37,2015-01-01
2016,"Santa Catarina","Marzo",21,2016-01-01
2017,"Santa Catarina","Marzo",12,2017-01-01
1998,"Santa Catarina","Abril",0,1998-01-01
1999,"Santa Catarina","Abril",0,1999-01-01
2000,"Santa Catarina","Abril",7,2000-01-01
2001,"Santa Catarina","Abril",1,2001-01-01
2002,"Santa Catarina","Abril",7,2002-01-01
2003,"Santa Catarina","Abril",120,2003-01-01
2004,"Santa Catarina","Abril",59,2004-01-01
2005,"Santa Catarina","Abril",25,2005-01-01
2006,"Santa Catarina","Abril",30,2006-01-01
2007,"Santa Catarina","Abril",2,2007-01-01
2008,"Santa Catarina","Abril",31,2008-01-01
2009,"Santa Catarina","Abril",57,2009-01-01
2010,"Santa Catarina","Abril",19,2010-01-01
2011,"Santa Catarina","Abril",5,2011-01-01
2012,"Santa Catarina","Abril",40,2012-01-01
2013,"Santa Catarina","Abril",46,2013-01-01
2014,"Santa Catarina","Abril",34,2014-01-01
2015,"Santa Catarina","Abril",32,2015-01-01
2016,"Santa Catarina","Abril",36,2016-01-01
2017,"Santa Catarina","Abril",26,2017-01-01
1998,"Santa Catarina","Mayo",0,1998-01-01
1999,"Santa Catarina","Mayo",1,1999-01-01
2000,"Santa Catarina","Mayo",0,2000-01-01
2001,"Santa Catarina","Mayo",2,2001-01-01
2002,"Santa Catarina","Mayo",3,2002-01-01
2003,"Santa Catarina","Mayo",84,2003-01-01
2004,"Santa Catarina","Mayo",2,2004-01-01
2005,"Santa Catarina","Mayo",21,2005-01-01
2006,"Santa Catarina","Mayo",33,2006-01-01
2007,"Santa Catarina","Mayo",2,2007-01-01
2008,"Santa Catarina","Mayo",15,2008-01-01
2009,"Santa Catarina","Mayo",33,2009-01-01
2010,"Santa Catarina","Mayo",1,2010-01-01
2011,"Santa Catarina","Mayo",16,2011-01-01
2012,"Santa Catarina","Mayo",60,2012-01-01
2013,"Santa Catarina","Mayo",52,2013-01-01
2014,"Santa Catarina","Mayo",42,2014-01-01
2015,"Santa Catarina","Mayo",70,2015-01-01
2016,"Santa Catarina","Mayo",26,2016-01-01
2017,"Santa Catarina","Mayo",36,2017-01-01
1998,"Santa Catarina","Junio",2,1998-01-01
1999,"Santa Catarina","Junio",0,1999-01-01
2000,"Santa Catarina","Junio",2,2000-01-01
2001,"Santa Catarina","Junio",1,2001-01-01
2002,"Santa Catarina","Junio",0,2002-01-01
2003,"Santa Catarina","Junio",68,2003-01-01
2004,"Santa Catarina","Junio",127,2004-01-01
2005,"Santa Catarina","Junio",58,2005-01-01
2006,"Santa Catarina","Junio",32,2006-01-01
2007,"Santa Catarina","Junio",11,2007-01-01
2008,"Santa Catarina","Junio",2,2008-01-01
2009,"Santa Catarina","Junio",14,2009-01-01
2010,"Santa Catarina","Junio",1,2010-01-01
2011,"Santa Catarina","Junio",26,2011-01-01
2012,"Santa Catarina","Junio",42,2012-01-01
2013,"Santa Catarina","Junio",31,2013-01-01
2014,"Santa Catarina","Junio",3,2014-01-01
2015,"Santa Catarina","Junio",104,2015-01-01
2016,"Santa Catarina","Junio",79,2016-01-01
2017,"Santa Catarina","Junio",70,2017-01-01
1998,"Santa Catarina","Julio",0,1998-01-01
1999,"Santa Catarina","Julio",2,1999-01-01
2000,"Santa Catarina","Julio",21,2000-01-01
2001,"Santa Catarina","Julio",5,2001-01-01
2002,"Santa Catarina","Julio",82,2002-01-01
2003,"Santa Catarina","Julio",43,2003-01-01
2004,"Santa Catarina","Julio",94,2004-01-01
2005,"Santa Catarina","Julio",90,2005-01-01
2006,"Santa Catarina","Julio",74,2006-01-01
2007,"Santa Catarina","Julio",12,2007-01-01
2008,"Santa Catarina","Julio",46,2008-01-01
2009,"Santa Catarina","Julio",26,2009-01-01
2010,"Santa Catarina","Julio",31,2010-01-01
2011,"Santa Catarina","Julio",31,2011-01-01
2012,"Santa Catarina","Julio",42,2012-01-01
2013,"Santa Catarina","Julio",69,2013-01-01
2014,"Santa Catarina","Julio",82,2014-01-01
2015,"Santa Catarina","Julio",45,2015-01-01
2016,"Santa Catarina","Julio",480,2016-01-01
2017,"Santa Catarina","Julio",591,2017-01-01
1998,"Santa Catarina","Agosto",0,1998-01-01
1999,"Santa Catarina","Agosto",51,1999-01-01
2000,"Santa Catarina","Agosto",69,2000-01-01
2001,"Santa Catarina","Agosto",24,2001-01-01
2002,"Santa Catarina","Agosto",702,2002-01-01
2003,"Santa Catarina","Agosto",1.513,2003-01-01
2004,"Santa Catarina","Agosto",728,2004-01-01
2005,"Santa Catarina","Agosto",391,2005-01-01
2006,"Santa Catarina","Agosto",728,2006-01-01
2007,"Santa Catarina","Agosto",462,2007-01-01
2008,"Santa Catarina","Agosto",51,2008-01-01
2009,"Santa Catarina","Agosto",759,2009-01-01
2010,"Santa Catarina","Agosto",511,2010-01-01
2011,"Santa Catarina","Agosto",175,2011-01-01
2012,"Santa Catarina","Agosto",398,2012-01-01
2013,"Santa Catarina","Agosto",236,2013-01-01
2014,"Santa Catarina","Agosto",459,2014-01-01
2015,"Santa Catarina","Agosto",379,2015-01-01
2016,"Santa Catarina","Agosto",765,2016-01-01
2017,"Santa Catarina","Agosto",713,2017-01-01
1998,"Santa Catarina","Septiembre",6,1998-01-01
1999,"Santa Catarina","Septiembre",101,1999-01-01
2000,"Santa Catarina","Septiembre",36,2000-01-01
2001,"Santa Catarina","Septiembre",18,2001-01-01
2002,"Santa Catarina","Septiembre",416,2002-01-01
2003,"Santa Catarina","Septiembre",1.339,2003-01-01
2004,"Santa Catarina","Septiembre",755,2004-01-01
2005,"Santa Catarina","Septiembre",116,2005-01-01
2006,"Santa Catarina","Septiembre",530,2006-01-01
2007,"Santa Catarina","Septiembre",617,2007-01-01
2008,"Santa Catarina","Septiembre",233,2008-01-01
2009,"Santa Catarina","Septiembre",47,2009-01-01
2010,"Santa Catarina","Septiembre",198,2010-01-01
2011,"Santa Catarina","Septiembre",450,2011-01-01
2012,"Santa Catarina","Septiembre",188,2012-01-01
2013,"Santa Catarina","Septiembre",303,2013-01-01
2014,"Santa Catarina","Septiembre",208,2014-01-01
2015,"Santa Catarina","Septiembre",156,2015-01-01
2016,"Santa Catarina","Septiembre",644,2016-01-01
2017,"Santa Catarina","Septiembre",626,2017-01-01
1998,"Santa Catarina","Octubre",4,1998-01-01
1999,"Santa Catarina","Octubre",16,1999-01-01
2000,"Santa Catarina","Octubre",55,2000-01-01
2001,"Santa Catarina","Octubre",26,2001-01-01
2002,"Santa Catarina","Octubre",42,2002-01-01
2003,"Santa Catarina","Octubre",669,2003-01-01
2004,"Santa Catarina","Octubre",704,2004-01-01
2005,"Santa Catarina","Octubre",197,2005-01-01
2006,"Santa Catarina","Octubre",269,2006-01-01
2007,"Santa Catarina","Octubre",35,2007-01-01
2008,"Santa Catarina","Octubre",56,2008-01-01
2009,"Santa Catarina","Octubre",252,2009-01-01
2010,"Santa Catarina","Octubre",76,2010-01-01
2011,"Santa Catarina","Octubre",102,2011-01-01
2012,"Santa Catarina","Octubre",34,2012-01-01
2013,"Santa Catarina","Octubre",107,2013-01-01
2014,"Santa Catarina","Octubre",122,2014-01-01
2015,"Santa Catarina","Octubre",21,2015-01-01
2016,"Santa Catarina","Octubre",56,2016-01-01
2017,"Santa Catarina","Octubre",51,2017-01-01
1998,"Santa Catarina","Noviembre",21,1998-01-01
1999,"Santa Catarina","Noviembre",84,1999-01-01
2000,"Santa Catarina","Noviembre",19,2000-01-01
2001,"Santa Catarina","Noviembre",66,2001-01-01
2002,"Santa Catarina","Noviembre",348,2002-01-01
2003,"Santa Catarina","Noviembre",347,2003-01-01
2004,"Santa Catarina","Noviembre",279,2004-01-01
2005,"Santa Catarina","Noviembre",384,2005-01-01
2006,"Santa Catarina","Noviembre",45,2006-01-01
2007,"Santa Catarina","Noviembre",26,2007-01-01
2008,"Santa Catarina","Noviembre",16,2008-01-01
2009,"Santa Catarina","Noviembre",61,2009-01-01
2010,"Santa Catarina","Noviembre",88,2010-01-01
2011,"Santa Catarina","Noviembre",79,2011-01-01
2012,"Santa Catarina","Noviembre",72,2012-01-01
2013,"Santa Catarina","Noviembre",84,2013-01-01
2014,"Santa Catarina","Noviembre",43,2014-01-01
2015,"Santa Catarina","Noviembre",9,2015-01-01
2016,"Santa Catarina","Noviembre",156,2016-01-01
2017,"Santa Catarina","Noviembre",152,2017-01-01
1998,"Santa Catarina","Diciembre",26,1998-01-01
1999,"Santa Catarina","Diciembre",89,1999-01-01
2000,"Santa Catarina","Diciembre",29,2000-01-01
2001,"Santa Catarina","Diciembre",45,2001-01-01
2002,"Santa Catarina","Diciembre",76,2002-01-01
2003,"Santa Catarina","Diciembre",129,2003-01-01
2004,"Santa Catarina","Diciembre",68,2004-01-01
2005,"Santa Catarina","Diciembre",17,2005-01-01
2006,"Santa Catarina","Diciembre",7,2006-01-01
2007,"Santa Catarina","Diciembre",17,2007-01-01
2008,"Santa Catarina","Diciembre",29,2008-01-01
2009,"Santa Catarina","Diciembre",20,2009-01-01
2010,"Santa Catarina","Diciembre",23,2010-01-01
2011,"Santa Catarina","Diciembre",24,2011-01-01
2012,"Santa Catarina","Diciembre",32,2012-01-01
2013,"Santa Catarina","Diciembre",74,2013-01-01
2014,"Santa Catarina","Diciembre",45,2014-01-01
2015,"Santa Catarina","Diciembre",19,2015-01-01
2016,"Santa Catarina","Diciembre",20,2016-01-01
1998,"Sao Paulo","Enero",0,1998-01-01
1999,"Sao Paulo","Enero",7,1999-01-01
2000,"Sao Paulo","Enero",36,2000-01-01
2001,"Sao Paulo","Enero",26,2001-01-01
2002,"Sao Paulo","Enero",19,2002-01-01
2003,"Sao Paulo","Enero",59,2003-01-01
2004,"Sao Paulo","Enero",37,2004-01-01
2005,"Sao Paulo","Enero",26,2005-01-01
2006,"Sao Paulo","Enero",76,2006-01-01
2007,"Sao Paulo","Enero",14,2007-01-01
2008,"Sao Paulo","Enero",34,2008-01-01
2009,"Sao Paulo","Enero",12,2009-01-01
2010,"Sao Paulo","Enero",45,2010-01-01
2011,"Sao Paulo","Enero",75,2011-01-01
2012,"Sao Paulo","Enero",38,2012-01-01
2013,"Sao Paulo","Enero",36,2013-01-01
2014,"Sao Paulo","Enero",99,2014-01-01
2015,"Sao Paulo","Enero",120,2015-01-01
2016,"Sao Paulo","Enero",85,2016-01-01
2017,"Sao Paulo","Enero",28,2017-01-01
1998,"Sao Paulo","Febrero",0,1998-01-01
1999,"Sao Paulo","Febrero",47,1999-01-01
2000,"Sao Paulo","Febrero",25,2000-01-01
2001,"Sao Paulo","Febrero",25,2001-01-01
2002,"Sao Paulo","Febrero",19,2002-01-01
2003,"Sao Paulo","Febrero",137,2003-01-01
2004,"Sao Paulo","Febrero",41,2004-01-01
2005,"Sao Paulo","Febrero",78,2005-01-01
2006,"Sao Paulo","Febrero",59,2006-01-01
2007,"Sao Paulo","Febrero",96,2007-01-01
2008,"Sao Paulo","Febrero",30,2008-01-01
2009,"Sao Paulo","Febrero",65,2009-01-01
2010,"Sao Paulo","Febrero",152,2010-01-01
2011,"Sao Paulo","Febrero",73,2011-01-01
2012,"Sao Paulo","Febrero",81,2012-01-01
2013,"Sao Paulo","Febrero",100,2013-01-01
2014,"Sao Paulo","Febrero",112,2014-01-01
2015,"Sao Paulo","Febrero",69,2015-01-01
2016,"Sao Paulo","Febrero",188,2016-01-01
2017,"Sao Paulo","Febrero",107,2017-01-01
1998,"Sao Paulo","Marzo",0,1998-01-01
1999,"Sao Paulo","Marzo",78,1999-01-01
2000,"Sao Paulo","Marzo",26,2000-01-01
2001,"Sao Paulo","Marzo",35,2001-01-01
2002,"Sao Paulo","Marzo",111,2002-01-01
2003,"Sao Paulo","Marzo",86,2003-01-01
2004,"Sao Paulo","Marzo",73,2004-01-01
2005,"Sao Paulo","Marzo",73,2005-01-01
2006,"Sao Paulo","Marzo",106,2006-01-01
2007,"Sao Paulo","Marzo",152,2007-01-01
2008,"Sao Paulo","Marzo",72,2008-01-01
2009,"Sao Paulo","Marzo",55,2009-01-01
2010,"Sao Paulo","Marzo",111,2010-01-01
2011,"Sao Paulo","Marzo",45,2011-01-01
2012,"Sao Paulo","Marzo",99,2012-01-01
2013,"Sao Paulo","Marzo",57,2013-01-01
2014,"Sao Paulo","Marzo",75,2014-01-01
2015,"Sao Paulo","Marzo",68,2015-01-01
2016,"Sao Paulo","Marzo",82,2016-01-01
2017,"Sao Paulo","Marzo",103,2017-01-01
1998,"Sao Paulo","Abril",0,1998-01-01
1999,"Sao Paulo","Abril",291,1999-01-01
2000,"Sao Paulo","Abril",102,2000-01-01
2001,"Sao Paulo","Abril",61,2001-01-01
2002,"Sao Paulo","Abril",178,2002-01-01
2003,"Sao Paulo","Abril",106,2003-01-01
2004,"Sao Paulo","Abril",36,2004-01-01
2005,"Sao Paulo","Abril",62,2005-01-01
2006,"Sao Paulo","Abril",63,2006-01-01
2007,"Sao Paulo","Abril",44,2007-01-01
2008,"Sao Paulo","Abril",84,2008-01-01
2009,"Sao Paulo","Abril",67,2009-01-01
2010,"Sao Paulo","Abril",91,2010-01-01
2011,"Sao Paulo","Abril",52,2011-01-01
2012,"Sao Paulo","Abril",82,2012-01-01
2013,"Sao Paulo","Abril",103,2013-01-01
2014,"Sao Paulo","Abril",103,2014-01-01
2015,"Sao Paulo","Abril",76,2015-01-01
2016,"Sao Paulo","Abril",307,2016-01-01
2017,"Sao Paulo","Abril",41,2017-01-01
1998,"Sao Paulo","Mayo",0,1998-01-01
1999,"Sao Paulo","Mayo",500,1999-01-01
2000,"Sao Paulo","Mayo",300,2000-01-01
2001,"Sao Paulo","Mayo",211,2001-01-01
2002,"Sao Paulo","Mayo",319,2002-01-01
2003,"Sao Paulo","Mayo",69,2003-01-01
2004,"Sao Paulo","Mayo",60,2004-01-01
2005,"Sao Paulo","Mayo",212,2005-01-01
2006,"Sao Paulo","Mayo",88,2006-01-01
2007,"Sao Paulo","Mayo",69,2007-01-01
2008,"Sao Paulo","Mayo",40,2008-01-01
2009,"Sao Paulo","Mayo",142,2009-01-01
2010,"Sao Paulo","Mayo",150,2010-01-01
2011,"Sao Paulo","Mayo",136,2011-01-01
2012,"Sao Paulo","Mayo",82,2012-01-01
2013,"Sao Paulo","Mayo",118,2013-01-01
2014,"Sao Paulo","Mayo",181,2014-01-01
2015,"Sao Paulo","Mayo",65,2015-01-01
2016,"Sao Paulo","Mayo",139,2016-01-01
2017,"Sao Paulo","Mayo",43,2017-01-01
1998,"Sao Paulo","Junio",451,1998-01-01
1999,"Sao Paulo","Junio",522,1999-01-01
2000,"Sao Paulo","Junio",606,2000-01-01
2001,"Sao Paulo","Junio",346,2001-01-01
2002,"Sao Paulo","Junio",562,2002-01-01
2003,"Sao Paulo","Junio",132,2003-01-01
2004,"Sao Paulo","Junio",231,2004-01-01
2005,"Sao Paulo","Junio",236,2005-01-01
2006,"Sao Paulo","Junio",97,2006-01-01
2007,"Sao Paulo","Junio",91,2007-01-01
2008,"Sao Paulo","Junio",25,2008-01-01
2009,"Sao Paulo","Junio",125,2009-01-01
2010,"Sao Paulo","Junio",143,2010-01-01
2011,"Sao Paulo","Junio",210,2011-01-01
2012,"Sao Paulo","Junio",30,2012-01-01
2013,"Sao Paulo","Junio",47,2013-01-01
2014,"Sao Paulo","Junio",331,2014-01-01
2015,"Sao Paulo","Junio",147,2015-01-01
2016,"Sao Paulo","Junio",197,2016-01-01
2017,"Sao Paulo","Junio",217,2017-01-01
1998,"Sao Paulo","Julio",596,1998-01-01
1999,"Sao Paulo","Julio",684,1999-01-01
2000,"Sao Paulo","Julio",770,2000-01-01
2001,"Sao Paulo","Julio",538,2001-01-01
2002,"Sao Paulo","Julio",448,2002-01-01
2003,"Sao Paulo","Julio",171,2003-01-01
2004,"Sao Paulo","Julio",342,2004-01-01
2005,"Sao Paulo","Julio",284,2005-01-01
2006,"Sao Paulo","Julio",245,2006-01-01
2007,"Sao Paulo","Julio",94,2007-01-01
2008,"Sao Paulo","Julio",126,2008-01-01
2009,"Sao Paulo","Julio",110,2009-01-01
2010,"Sao Paulo","Julio",600,2010-01-01
2011,"Sao Paulo","Julio",479,2011-01-01
2012,"Sao Paulo","Julio",179,2012-01-01
2013,"Sao Paulo","Julio",181,2013-01-01
2014,"Sao Paulo","Julio",476,2014-01-01
2015,"Sao Paulo","Julio",149,2015-01-01
2016,"Sao Paulo","Julio",687,2016-01-01
2017,"Sao Paulo","Julio",802,2017-01-01
1998,"Sao Paulo","Agosto",581,1998-01-01
1999,"Sao Paulo","Agosto",1.211,1999-01-01
2000,"Sao Paulo","Agosto",915,2000-01-01
2001,"Sao Paulo","Agosto",595,2001-01-01
2002,"Sao Paulo","Agosto",719,2002-01-01
2003,"Sao Paulo","Agosto",934,2003-01-01
2004,"Sao Paulo","Agosto",794,2004-01-01
2005,"Sao Paulo","Agosto",522,2005-01-01
2006,"Sao Paulo","Agosto",572,2006-01-01
2007,"Sao Paulo","Agosto",470,2007-01-01
2008,"Sao Paulo","Agosto",153,2008-01-01
2009,"Sao Paulo","Agosto",289,2009-01-01
2010,"Sao Paulo","Agosto",1.809,2010-01-01
2011,"Sao Paulo","Agosto",1.067,2011-01-01
2012,"Sao Paulo","Agosto",435,2012-01-01
2013,"Sao Paulo","Agosto",497,2013-01-01
2014,"Sao Paulo","Agosto",1.458,2014-01-01
2015,"Sao Paulo","Agosto",643,2015-01-01
2016,"Sao Paulo","Agosto",797,2016-01-01
2017,"Sao Paulo","Agosto",981,2017-01-01
1998,"Sao Paulo","Septiembre",525,1998-01-01
1999,"Sao Paulo","Septiembre",911,1999-01-01
2000,"Sao Paulo","Septiembre",582,2000-01-01
2001,"Sao Paulo","Septiembre",425,2001-01-01
2002,"Sao Paulo","Septiembre",302,2002-01-01
2003,"Sao Paulo","Septiembre",977,2003-01-01
2004,"Sao Paulo","Septiembre",809,2004-01-01
2005,"Sao Paulo","Septiembre",231,2005-01-01
2006,"Sao Paulo","Septiembre",694,2006-01-01
2007,"Sao Paulo","Septiembre",495,2007-01-01
2008,"Sao Paulo","Septiembre",486,2008-01-01
2009,"Sao Paulo","Septiembre",116,2009-01-01
2010,"Sao Paulo","Septiembre",1.677,2010-01-01
2011,"Sao Paulo","Septiembre",1.108,2011-01-01
2012,"Sao Paulo","Septiembre",813,2012-01-01
2013,"Sao Paulo","Septiembre",560,2013-01-01
2014,"Sao Paulo","Septiembre",882,2014-01-01
2015,"Sao Paulo","Septiembre",368,2015-01-01
2016,"Sao Paulo","Septiembre",490,2016-01-01
2017,"Sao Paulo","Septiembre",2.868,2017-01-01
1998,"Sao Paulo","Octubre",434,1998-01-01
1999,"Sao Paulo","Octubre",763,1999-01-01
2000,"Sao Paulo","Octubre",647,2000-01-01
